date,유종,국내유가_원L,적정가격_미정책_원L,적정범위_미정책_하한_원L,적정범위_미정책_상한_원L,적정가격_정책적용_원L,적정범위_정책적용_하한_원L,적정범위_정책적용_상한_원L,정책효과_원L,미정책_vs_pred_gross_diff_원L,pred_gross,band_low,band_high,기준유류세_exVAT_원L,정책감면액_exVAT_원L,정책감면액_VAT포함참고_원L,정책적용_시프트_원L,유류세정책명,유류세인하율_pct,유류세정책_적용여부,최고가격제정책명,정유사공급가격상한_원L,최고가격제_적용여부,최고가격제_수치반영여부,정책적용여부_전체,그래프_핑크기간,정책라벨,selected_model_name,selected_band_coverage,fair_retail_direct,retail_gap_원L,미정책_valid,미정책_inside,미정책_above,미정책_below,정책적용_valid,정책적용_inside,정책적용_above,정책적용_below
2008-07-19,휘발유,1946.11,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-20,휘발유,1945.74,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-21,휘발유,1943.12,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-22,휘발유,1941.85,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-23,휘발유,1937.76,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-24,휘발유,1925.29,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-25,휘발유,1916.11,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-26,휘발유,1911.88,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-27,휘발유,1909.41,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-28,휘발유,1905.19,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
2008-07-29,휘발유,1902.25,,,,,,,,,,,,745.89,74.589,82.0479,82.0479,수송용 유류세 10% 한시 인하,10.0,True,,,False,,True,True,수송용 유류세 10% 한시 인하 (10%),direct,0.7,,,False,False,False,False,False,False,False,False
